Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Golden State Warriors,Denver Nuggets,0042100161,123,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,107,0.585,0.483,0.353,0.795,44.5,28.1,14.6,7.3,3.8,2.3,113.8,111.5,0.59,1,04/16/2022
Memphis Grizzlies,Minnesota Timberwolves,0042100151,117,0.683,0.461,0.353,0.734,48.6,25.7,13.0,9.6,6.4,5.6,114.3,108.9,0.553,130,0.561,0.457,0.358,0.778,43.3,25.2,14.1,8.6,5.5,2.6,113.8,111.0,0.573,0,04/16/2022
Dallas Mavericks,Utah Jazz,0042100171,93,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,99,0.598,0.471,0.36,0.767,47.4,22.9,14.3,7.3,5.0,6.2,116.2,110.0,0.589,0,04/16/2022
Philadelphia 76ers,Toronto Raptors,0042100131,131,0.622,0.466,0.364,0.821,43.5,24.4,12.9,7.9,5.5,2.7,113.0,110.2,0.578,111,0.585,0.445,0.349,0.759,46.5,22.6,12.8,9.2,4.7,2.4,112.1,109.9,0.543,1,04/16/2022
Miami Heat,Atlanta Hawks,0042100101,115,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,91,0.524,0.47,0.374,0.812,44.5,24.9,12.0,7.2,4.3,1.6,115.4,113.7,0.581,1,04/17/2022
Boston Celtics,Brooklyn Nets,0042100111,115,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,114,0.537,0.475,0.361,0.805,44.5,25.3,14.1,7.1,5.5,0.8,113.2,112.3,0.576,1,04/17/2022
Milwaukee Bucks,Chicago Bulls,0042100121,93,0.622,0.468,0.366,0.776,46.2,23.7,13.3,7.5,3.9,3.3,114.3,111.1,0.58,86,0.561,0.48,0.369,0.813,42.7,24.1,13.0,7.2,4.1,-0.4,112.7,113.2,0.579,1,04/17/2022
Phoenix Suns,New Orleans Pelicans,0042100141,110,0.78,0.485,0.364,0.797,45.1,27.2,12.9,8.5,4.4,7.5,114.2,106.8,0.581,99,0.439,0.457,0.332,0.789,46.0,25.4,14.3,8.4,4.1,-1.0,111.2,112.0,0.557,1,04/17/2022
Golden State Warriors,Denver Nuggets,0042100162,126,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,106,0.585,0.483,0.353,0.795,44.5,28.1,14.6,7.3,3.8,2.3,113.8,111.5,0.59,1,04/18/2022
Philadelphia 76ers,Toronto Raptors,0042100132,112,0.622,0.466,0.364,0.821,43.5,24.4,12.9,7.9,5.5,2.7,113.0,110.2,0.578,97,0.585,0.445,0.349,0.759,46.5,22.6,12.8,9.2,4.7,2.4,112.1,109.9,0.543,1,04/18/2022
Dallas Mavericks,Utah Jazz,0042100172,110,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,104,0.598,0.471,0.36,0.767,47.4,22.9,14.3,7.3,5.0,6.2,116.2,110.0,0.589,1,04/18/2022
Miami Heat,Atlanta Hawks,0042100102,115,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,105,0.524,0.47,0.374,0.812,44.5,24.9,12.0,7.2,4.3,1.6,115.4,113.7,0.581,1,04/19/2022
Memphis Grizzlies,Minnesota Timberwolves,0042100152,124,0.683,0.461,0.353,0.734,48.6,25.7,13.0,9.6,6.4,5.6,114.3,108.9,0.553,96,0.561,0.457,0.358,0.778,43.3,25.2,14.1,8.6,5.5,2.6,113.8,111.0,0.573,1,04/19/2022
Phoenix Suns,New Orleans Pelicans,0042100142,114,0.78,0.485,0.364,0.797,45.1,27.2,12.9,8.5,4.4,7.5,114.2,106.8,0.581,125,0.439,0.457,0.332,0.789,46.0,25.4,14.3,8.4,4.1,-1.0,111.2,112.0,0.557,0,04/19/2022
Boston Celtics,Brooklyn Nets,0042100112,114,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,107,0.537,0.475,0.361,0.805,44.5,25.3,14.1,7.1,5.5,0.8,113.2,112.3,0.576,1,04/20/2022
Toronto Raptors,Philadelphia 76ers,0042100133,101,0.585,0.445,0.349,0.759,46.5,22.6,12.8,9.2,4.7,2.4,112.1,109.9,0.543,104,0.622,0.466,0.364,0.821,43.5,24.4,12.9,7.9,5.5,2.7,113.0,110.2,0.578,0,04/20/2022
Milwaukee Bucks,Chicago Bulls,0042100122,110,0.622,0.468,0.366,0.776,46.2,23.7,13.3,7.5,3.9,3.3,114.3,111.1,0.58,114,0.561,0.48,0.369,0.813,42.7,24.1,13.0,7.2,4.1,-0.4,112.7,113.2,0.579,0,04/20/2022
Minnesota Timberwolves,Memphis Grizzlies,0042100153,95,0.561,0.457,0.358,0.778,43.3,25.2,14.1,8.6,5.5,2.6,113.8,111.0,0.573,104,0.683,0.461,0.353,0.734,48.6,25.7,13.0,9.6,6.4,5.6,114.3,108.9,0.553,0,04/21/2022
Utah Jazz,Dallas Mavericks,0042100173,118,0.598,0.471,0.36,0.767,47.4,22.9,14.3,7.3,5.0,6.2,116.2,110.0,0.589,126,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,0,04/21/2022
Denver Nuggets,Golden State Warriors,0042100163,113,0.585,0.483,0.353,0.795,44.5,28.1,14.6,7.3,3.8,2.3,113.8,111.5,0.59,118,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,0,04/21/2022
Atlanta Hawks,Miami Heat,0042100103,111,0.524,0.47,0.374,0.812,44.5,24.9,12.0,7.2,4.3,1.6,115.4,113.7,0.581,110,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,1,04/22/2022
Chicago Bulls,Milwaukee Bucks,0042100123,81,0.561,0.48,0.369,0.813,42.7,24.1,13.0,7.2,4.1,-0.4,112.7,113.2,0.579,111,0.622,0.468,0.366,0.776,46.2,23.7,13.3,7.5,3.9,3.3,114.3,111.1,0.58,0,04/22/2022
New Orleans Pelicans,Phoenix Suns,0042100143,111,0.439,0.457,0.332,0.789,46.0,25.4,14.3,8.4,4.1,-1.0,111.2,112.0,0.557,114,0.78,0.485,0.364,0.797,45.1,27.2,12.9,8.5,4.4,7.5,114.2,106.8,0.581,0,04/22/2022
Toronto Raptors,Philadelphia 76ers,0042100134,110,0.585,0.445,0.349,0.759,46.5,22.6,12.8,9.2,4.7,2.4,112.1,109.9,0.543,102,0.622,0.466,0.364,0.821,43.5,24.4,12.9,7.9,5.5,2.7,113.0,110.2,0.578,1,04/23/2022
Brooklyn Nets,Boston Celtics,0042100113,103,0.537,0.475,0.361,0.805,44.5,25.3,14.1,7.1,5.5,0.8,113.2,112.3,0.576,109,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,0,04/23/2022
Minnesota Timberwolves,Memphis Grizzlies,0042100154,119,0.561,0.457,0.358,0.778,43.3,25.2,14.1,8.6,5.5,2.6,113.8,111.0,0.573,118,0.683,0.461,0.353,0.734,48.6,25.7,13.0,9.6,6.4,5.6,114.3,108.9,0.553,1,04/23/2022
Utah Jazz,Dallas Mavericks,0042100174,100,0.598,0.471,0.36,0.767,47.4,22.9,14.3,7.3,5.0,6.2,116.2,110.0,0.589,99,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,1,04/23/2022
New Orleans Pelicans,Phoenix Suns,0042100144,118,0.439,0.457,0.332,0.789,46.0,25.4,14.3,8.4,4.1,-1.0,111.2,112.0,0.557,103,0.78,0.485,0.364,0.797,45.1,27.2,12.9,8.5,4.4,7.5,114.2,106.8,0.581,1,04/24/2022
Chicago Bulls,Milwaukee Bucks,0042100124,95,0.561,0.48,0.369,0.813,42.7,24.1,13.0,7.2,4.1,-0.4,112.7,113.2,0.579,119,0.622,0.468,0.366,0.776,46.2,23.7,13.3,7.5,3.9,3.3,114.3,111.1,0.58,0,04/24/2022
Denver Nuggets,Golden State Warriors,0042100164,126,0.585,0.483,0.353,0.795,44.5,28.1,14.6,7.3,3.8,2.3,113.8,111.5,0.59,121,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,1,04/24/2022
Atlanta Hawks,Miami Heat,0042100104,86,0.524,0.47,0.374,0.812,44.5,24.9,12.0,7.2,4.3,1.6,115.4,113.7,0.581,110,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,0,04/24/2022
Brooklyn Nets,Boston Celtics,0042100114,112,0.537,0.475,0.361,0.805,44.5,25.3,14.1,7.1,5.5,0.8,113.2,112.3,0.576,116,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,0,04/25/2022
Philadelphia 76ers,Toronto Raptors,0042100135,88,0.622,0.466,0.364,0.821,43.5,24.4,12.9,7.9,5.5,2.7,113.0,110.2,0.578,103,0.585,0.445,0.349,0.759,46.5,22.6,12.8,9.2,4.7,2.4,112.1,109.9,0.543,0,04/25/2022
Dallas Mavericks,Utah Jazz,0042100175,102,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,77,0.598,0.471,0.36,0.767,47.4,22.9,14.3,7.3,5.0,6.2,116.2,110.0,0.589,1,04/25/2022
Miami Heat,Atlanta Hawks,0042100105,97,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,94,0.524,0.47,0.374,0.812,44.5,24.9,12.0,7.2,4.3,1.6,115.4,113.7,0.581,1,04/26/2022
Memphis Grizzlies,Minnesota Timberwolves,0042100155,111,0.683,0.461,0.353,0.734,48.6,25.7,13.0,9.6,6.4,5.6,114.3,108.9,0.553,109,0.561,0.457,0.358,0.778,43.3,25.2,14.1,8.6,5.5,2.6,113.8,111.0,0.573,1,04/26/2022
Phoenix Suns,New Orleans Pelicans,0042100145,112,0.78,0.485,0.364,0.797,45.1,27.2,12.9,8.5,4.4,7.5,114.2,106.8,0.581,97,0.439,0.457,0.332,0.789,46.0,25.4,14.3,8.4,4.1,-1.0,111.2,112.0,0.557,1,04/26/2022
Milwaukee Bucks,Chicago Bulls,0042100125,116,0.622,0.468,0.366,0.776,46.2,23.7,13.3,7.5,3.9,3.3,114.3,111.1,0.58,100,0.561,0.48,0.369,0.813,42.7,24.1,13.0,7.2,4.1,-0.4,112.7,113.2,0.579,1,04/27/2022
Golden State Warriors,Denver Nuggets,0042100165,102,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,98,0.585,0.483,0.353,0.795,44.5,28.1,14.6,7.3,3.8,2.3,113.8,111.5,0.59,1,04/27/2022
Toronto Raptors,Philadelphia 76ers,0042100136,97,0.585,0.445,0.349,0.759,46.5,22.6,12.8,9.2,4.7,2.4,112.1,109.9,0.543,132,0.622,0.466,0.364,0.821,43.5,24.4,12.9,7.9,5.5,2.7,113.0,110.2,0.578,0,04/28/2022
New Orleans Pelicans,Phoenix Suns,0042100146,109,0.439,0.457,0.332,0.789,46.0,25.4,14.3,8.4,4.1,-1.0,111.2,112.0,0.557,115,0.78,0.485,0.364,0.797,45.1,27.2,12.9,8.5,4.4,7.5,114.2,106.8,0.581,0,04/28/2022
Utah Jazz,Dallas Mavericks,0042100176,96,0.598,0.471,0.36,0.767,47.4,22.9,14.3,7.3,5.0,6.2,116.2,110.0,0.589,98,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,0,04/28/2022
Minnesota Timberwolves,Memphis Grizzlies,0042100156,106,0.561,0.457,0.358,0.778,43.3,25.2,14.1,8.6,5.5,2.6,113.8,111.0,0.573,114,0.683,0.461,0.353,0.734,48.6,25.7,13.0,9.6,6.4,5.6,114.3,108.9,0.553,0,04/29/2022
Boston Celtics,Milwaukee Bucks,0042100211,89,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,101,0.622,0.468,0.366,0.776,46.2,23.7,13.3,7.5,3.9,3.3,114.3,111.1,0.58,0,05/01/2022
Memphis Grizzlies,Golden State Warriors,0042100231,116,0.683,0.461,0.353,0.734,48.6,25.7,13.0,9.6,6.4,5.6,114.3,108.9,0.553,117,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,0,05/01/2022
Miami Heat,Philadelphia 76ers,0042100201,106,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,92,0.622,0.466,0.364,0.821,43.5,24.4,12.9,7.9,5.5,2.7,113.0,110.2,0.578,1,05/02/2022
Phoenix Suns,Dallas Mavericks,0042100221,121,0.78,0.485,0.364,0.797,45.1,27.2,12.9,8.5,4.4,7.5,114.2,106.8,0.581,114,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,1,05/02/2022
Memphis Grizzlies,Golden State Warriors,0042100232,106,0.683,0.461,0.353,0.734,48.6,25.7,13.0,9.6,6.4,5.6,114.3,108.9,0.553,101,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,1,05/03/2022
Boston Celtics,Milwaukee Bucks,0042100212,109,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,86,0.622,0.468,0.366,0.776,46.2,23.7,13.3,7.5,3.9,3.3,114.3,111.1,0.58,1,05/03/2022
Phoenix Suns,Dallas Mavericks,0042100222,129,0.78,0.485,0.364,0.797,45.1,27.2,12.9,8.5,4.4,7.5,114.2,106.8,0.581,109,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,1,05/04/2022
Miami Heat,Philadelphia 76ers,0042100202,119,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,103,0.622,0.466,0.364,0.821,43.5,24.4,12.9,7.9,5.5,2.7,113.0,110.2,0.578,1,05/04/2022
Philadelphia 76ers,Miami Heat,0042100203,99,0.622,0.466,0.364,0.821,43.5,24.4,12.9,7.9,5.5,2.7,113.0,110.2,0.578,79,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,1,05/06/2022
Dallas Mavericks,Phoenix Suns,0042100223,103,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,94,0.78,0.485,0.364,0.797,45.1,27.2,12.9,8.5,4.4,7.5,114.2,106.8,0.581,1,05/06/2022
Milwaukee Bucks,Boston Celtics,0042100213,103,0.622,0.468,0.366,0.776,46.2,23.7,13.3,7.5,3.9,3.3,114.3,111.1,0.58,101,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,1,05/07/2022
Golden State Warriors,Memphis Grizzlies,0042100233,142,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,112,0.683,0.461,0.353,0.734,48.6,25.7,13.0,9.6,6.4,5.6,114.3,108.9,0.553,1,05/07/2022
Dallas Mavericks,Phoenix Suns,0042100224,111,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,101,0.78,0.485,0.364,0.797,45.1,27.2,12.9,8.5,4.4,7.5,114.2,106.8,0.581,1,05/08/2022
Philadelphia 76ers,Miami Heat,0042100204,116,0.622,0.466,0.364,0.821,43.5,24.4,12.9,7.9,5.5,2.7,113.0,110.2,0.578,108,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,1,05/08/2022
Golden State Warriors,Memphis Grizzlies,0042100234,101,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,98,0.683,0.461,0.353,0.734,48.6,25.7,13.0,9.6,6.4,5.6,114.3,108.9,0.553,1,05/09/2022
Milwaukee Bucks,Boston Celtics,0042100214,108,0.622,0.468,0.366,0.776,46.2,23.7,13.3,7.5,3.9,3.3,114.3,111.1,0.58,116,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,0,05/09/2022
Miami Heat,Philadelphia 76ers,0042100205,120,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,85,0.622,0.466,0.364,0.821,43.5,24.4,12.9,7.9,5.5,2.7,113.0,110.2,0.578,1,05/10/2022
Phoenix Suns,Dallas Mavericks,0042100225,110,0.78,0.485,0.364,0.797,45.1,27.2,12.9,8.5,4.4,7.5,114.2,106.8,0.581,80,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,1,05/10/2022
Boston Celtics,Milwaukee Bucks,0042100215,107,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,110,0.622,0.468,0.366,0.776,46.2,23.7,13.3,7.5,3.9,3.3,114.3,111.1,0.58,0,05/11/2022
Memphis Grizzlies,Golden State Warriors,0042100235,134,0.683,0.461,0.353,0.734,48.6,25.7,13.0,9.6,6.4,5.6,114.3,108.9,0.553,95,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,1,05/11/2022
Philadelphia 76ers,Miami Heat,0042100206,90,0.622,0.466,0.364,0.821,43.5,24.4,12.9,7.9,5.5,2.7,113.0,110.2,0.578,99,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,0,05/12/2022
Dallas Mavericks,Phoenix Suns,0042100226,113,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,86,0.78,0.485,0.364,0.797,45.1,27.2,12.9,8.5,4.4,7.5,114.2,106.8,0.581,1,05/12/2022
Milwaukee Bucks,Boston Celtics,0042100216,95,0.622,0.468,0.366,0.776,46.2,23.7,13.3,7.5,3.9,3.3,114.3,111.1,0.58,108,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,0,05/13/2022
Golden State Warriors,Memphis Grizzlies,0042100236,110,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,96,0.683,0.461,0.353,0.734,48.6,25.7,13.0,9.6,6.4,5.6,114.3,108.9,0.553,1,05/13/2022
Boston Celtics,Milwaukee Bucks,0042100217,109,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,81,0.622,0.468,0.366,0.776,46.2,23.7,13.3,7.5,3.9,3.3,114.3,111.1,0.58,1,05/15/2022
Phoenix Suns,Dallas Mavericks,0042100227,90,0.78,0.485,0.364,0.797,45.1,27.2,12.9,8.5,4.4,7.5,114.2,106.8,0.581,123,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,0,05/15/2022
Miami Heat,Boston Celtics,0042100301,118,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,107,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,1,05/17/2022
Golden State Warriors,Dallas Mavericks,0042100311,112,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,87,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,1,05/18/2022
Miami Heat,Boston Celtics,0042100302,102,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,127,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,0,05/19/2022
Golden State Warriors,Dallas Mavericks,0042100312,126,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,117,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,1,05/20/2022
Boston Celtics,Miami Heat,0042100303,103,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,109,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,0,05/21/2022
Dallas Mavericks,Golden State Warriors,0042100313,100,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,109,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,0,05/22/2022
Boston Celtics,Miami Heat,0042100304,102,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,82,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,1,05/23/2022
Dallas Mavericks,Golden State Warriors,0042100314,119,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,109,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,1,05/24/2022
Miami Heat,Boston Celtics,0042100305,80,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,93,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,0,05/25/2022
Golden State Warriors,Dallas Mavericks,0042100315,120,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,110,0.634,0.461,0.35,0.771,44.8,24.4,13.0,7.0,4.1,3.4,112.5,109.1,0.572,1,05/26/2022
Boston Celtics,Miami Heat,0042100306,103,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,111,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,0,05/27/2022
Miami Heat,Boston Celtics,0042100307,96,0.646,0.467,0.379,0.808,44.9,26.2,14.9,7.6,3.3,4.6,113.0,108.4,0.584,100,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,0,05/29/2022
Golden State Warriors,Boston Celtics,0042100401,108,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,120,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,0,06/02/2022
Golden State Warriors,Boston Celtics,0042100402,107,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,88,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,1,06/05/2022
Boston Celtics,Golden State Warriors,0042100403,116,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,100,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,1,06/08/2022
Boston Celtics,Golden State Warriors,0042100404,97,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,107,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,0,06/10/2022
Golden State Warriors,Boston Celtics,0042100405,104,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,94,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,1,06/13/2022
Boston Celtics,Golden State Warriors,0042100406,90,0.622,0.466,0.356,0.816,46.8,25.2,13.9,7.3,5.9,7.4,113.6,106.2,0.578,103,0.646,0.469,0.364,0.769,45.9,27.4,15.0,8.9,4.6,5.6,112.1,106.6,0.582,0,06/16/2022
